error_type,rank,can_id,timestamp,is_attack,score,threshold,top_feature_1,top_feature_1_value,top_feature_2,top_feature_2_value,top_feature_3,top_feature_3_value,likely_explanation,corpus,dataset,detector,capture,protocol_version,phase
FP,13,018f,1478198420.123734,0,0.7003543082727468,0.5009767672276519,byte_mean_res,35.869020891152736,byte_var_res,35.86277383159421,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=35.87,byte_var_res=35.86",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FP,14,018f,1478198418.845509,0,0.7003530399549545,0.5009767672276519,byte_mean_res,35.869020891152736,byte_var_res,35.86277383159421,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=35.87,byte_var_res=35.86",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FP,15,018f,1478198420.0936,0,0.6998806183961819,0.5009767672276519,byte_mean_res,35.869020891152736,byte_var_res,35.86277383159421,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=35.87,byte_var_res=35.86",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,1,0000,1478198419.121736,1,0.4479549142547758,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,2,0000,1478198419.132823,1,0.448258096972603,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,3,0000,1478198419.227211,1,0.4484999967293028,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,4,0000,1478198418.874044,1,0.4492703805224206,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,5,0000,1478198419.058013,1,0.4494764795151037,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,6,0000,1478198419.192976,1,0.4494764795151037,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,7,0000,1478198419.157706,1,0.4494764795151037,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,8,0000,1478198419.09987,1,0.4497029648851472,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,9,0000,1478198419.781743,1,0.4504135249916693,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,10,0000,1478198419.845441,1,0.4508744819561721,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,11,0000,1478198419.83464,1,0.4508744819561721,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,12,0000,1478198418.839907,1,0.4511796406819466,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,13,0000,1478198419.023281,1,0.4511796406819466,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,14,0000,1478198418.851031,1,0.4511796406819466,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FN,15,0000,1478198419.105315,1,0.4518351904556046,0.5009767672276519,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,isolation_forest,,hcrl_temporal_v1,C
FP,1,018f,1478198422.561623,0,8.218039912190612,0.0211228923721189,byte_mean_res,-68.65778330126224,byte_var_res,-66.40446498641225,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=-68.66,byte_var_res=-66.40",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,2,018f,1478198422.551894,0,8.218039778219673,0.0211228923721189,byte_mean_res,-67.49637436579201,byte_var_res,-65.2922696712848,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=-67.50,byte_var_res=-65.29",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,3,018f,1478198422.541371,0,8.218039614322805,0.0211228923721189,byte_mean_res,-66.33496543031981,byte_var_res,-64.18019281973339,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=-66.33,byte_var_res=-64.18",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,4,018f,1478198422.532755,0,8.21803940022545,0.0211228923721189,byte_mean_res,-65.17355649484959,byte_var_res,-63.06823443176424,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=-65.17,byte_var_res=-63.07",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,5,018f,1478198422.521423,0,8.218039188853357,0.0211228923721189,byte_mean_res,-64.01214755937738,byte_var_res,-61.95639450738666,byte_max_change_res,7.056188214844197,"benign_payload_variation id=018f; byte_mean_res=-64.01,byte_var_res=-61.96",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,6,018f,1478198422.511931,0,8.218038944975921,0.0211228923721189,byte_mean_res,-62.85073862390717,byte_var_res,-60.84467304656653,byte_entropy_res,7.153013989414236,"benign_payload_variation id=018f; byte_mean_res=-62.85,byte_var_res=-60.84",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,7,018f,1478198422.501457,0,8.218038650260334,0.0211228923721189,byte_mean_res,-61.68932968843497,byte_var_res,-59.73307004934416,byte_entropy_res,7.777612511379178,"benign_payload_variation id=018f; byte_mean_res=-61.69,byte_var_res=-59.73",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,8,018f,1478198422.491813,0,8.218038265143846,0.0211228923721189,byte_mean_res,-60.52792075296475,byte_var_res,-58.621585515685446,byte_entropy_res,8.31147282561867,"benign_payload_variation id=018f; byte_mean_res=-60.53,byte_var_res=-58.62",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,9,018f,1478198422.481461,0,8.218037745302832,0.0211228923721189,byte_mean_res,-59.366511817492544,byte_var_res,-57.51021944561519,byte_entropy_res,8.762385349899528,"benign_payload_variation id=018f; byte_mean_res=-59.37,byte_var_res=-57.51",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,10,018f,1478198422.471977,0,8.218037007390866,0.0211228923721189,byte_mean_res,-58.20510288202232,byte_var_res,-56.398971839121,byte_entropy_res,9.13609038444284,"benign_payload_variation id=018f; byte_mean_res=-58.21,byte_var_res=-56.40",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,11,018f,1478198422.461823,0,8.218035947707188,0.0211228923721189,byte_mean_res,-57.04369394655012,byte_var_res,-55.28784269621837,byte_entropy_res,9.436856658960194,"benign_payload_variation id=018f; byte_mean_res=-57.04,byte_var_res=-55.29",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,12,018f,1478198422.451827,0,8.218034385908384,0.0211228923721189,byte_mean_res,-55.8822850110799,byte_var_res,-54.17683201688249,byte_entropy_res,9.667839707821322,"benign_payload_variation id=018f; byte_mean_res=-55.88,byte_var_res=-54.18",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,13,018f,1478198422.44149,0,8.218032071971624,0.0211228923721189,byte_mean_res,-54.7208760756077,byte_var_res,-53.06593980113508,byte_entropy_res,9.831310624850062,"benign_payload_variation id=018f; byte_mean_res=-54.72,byte_var_res=-53.07",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,14,018f,1478198422.901125,0,8.218030670215631,0.0211228923721189,byte_mean_res,-69.81919223673444,byte_var_res,-67.51677876511887,iat_max_res,-0.4521129183936625,"benign_payload_variation id=018f; byte_mean_res=-69.82,byte_var_res=-67.52",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,15,018f,1478198422.861117,0,8.218030670024506,0.0211228923721189,byte_mean_res,-69.81919223673444,byte_var_res,-67.51677876511887,iat_max_res,-0.4521129183936625,"benign_payload_variation id=018f; byte_mean_res=-69.82,byte_var_res=-67.52",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,1,0000,1478198419.088179,1,-1.653319557432173,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,2,0000,1478198419.886172,1,-1.64288878465754,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,3,0000,1478198419.215261,1,-1.5759919545079093,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,4,0000,1478198419.09987,1,-1.5508917882484603,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,5,0000,1478198419.132823,1,-1.547530878193795,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,6,0000,1478198419.041551,1,-1.5467824775159436,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,7,0000,1478198419.121736,1,-1.5391793295336829,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,8,0000,1478198418.828687,1,-1.5384204549697935,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,9,0000,1478198419.227211,1,-1.5295157034626197,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,10,0000,1478198419.192976,1,-1.5225595765124194,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,11,0000,1478198419.157706,1,-1.5159448046009203,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,12,0000,1478198419.90034,1,-1.5149344418125832,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,13,0000,1478198419.058013,1,-1.5122681835932816,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,14,0000,1478198418.874044,1,-1.5121119398304792,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FN,15,0000,1478198418.851031,1,-1.5083409150506508,0.0211228923721189,byte_entropy_res,-1.9588374665780517,byte_mean_res,-1.6910225947279711,byte_var_res,-1.2909958285247738,"missed_attack id=0000; payload residual weak (byte_entropy_res=-1.96,byte_mean_res=-1.69)",hcrl,DoS,one_class_svm,,hcrl_temporal_v1,C
FP,1,0153,1478198411.884583,0,330.4200960168994,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7830710501850751,iat_mean_res,0.4648648974465534,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,2,0153,1478198411.864923,0,329.5418962443038,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7830710501850751,iat_mean_res,0.4401298693595704,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,3,0153,1478198411.932092,0,329.1455685011248,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7777246360748845,iat_mean_res,0.4543097298006301,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,4,0153,1478198411.912351,0,328.4315912408598,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7777246360748845,iat_mean_res,0.441494276569252,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,5,0153,1478198411.892498,0,327.8335369355587,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7830710501850751,iat_mean_res,0.4548990512245301,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,6,0153,1478198411.605151,0,325.21135883624123,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7376400998274159,iat_mean_res,0.2354930379348792,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,7,0153,1478198411.84456,0,324.9704780977397,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7777246360748845,iat_mean_res,0.4259724287552896,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.78",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,8,0153,1478198411.712493,0,316.78153424287746,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7438006886751988,iat_mean_res,0.3396825949228763,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,9,0153,1478198411.632569,0,316.153084371184,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7436921320435198,time_since_last_seen_res,0.2749104268732915,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,10,0153,1478198411.585187,0,311.62790978459583,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7376400998274159,iat_mean_res,0.2870261766401842,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,11,0153,1478198411.564803,0,311.0817947701303,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7376400998274159,iat_mean_res,0.2875633376274968,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,12,0153,1478198411.745213,0,310.6666342768289,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7438006886751988,time_since_last_seen_res,0.4324121305146049,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,13,0153,1478198411.545226,0,309.96476566746026,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7436921320435198,time_since_last_seen_res,0.4378161146803717,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,14,0153,1478198411.785091,0,303.6290535305086,28.953906337907537,iat_min_res,-3.1418477388690937,iat_median_res,0.7438006886751988,time_since_last_seen_res,0.6450443882140162,"benign_iat_shift id=0153; iat_min_res=-3.14,iat_median_res=0.74",hcrl,DoS,lof,,hcrl_temporal_v1,C
FP,15,0153,1478198411.832122,0,209.01620741369135,28.953906337907537,iat_min_res,-3.1418477388690937,time_since_last_seen_res,0.8575420775003875,iat_median_res,0.7777246360748845,"benign_iat_shift id=0153; iat_min_res=-3.14,time_since_last_seen_res=0.86",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,1,0000,1478198407.765764,1,2.038118996381786,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.107074875816584,iat_mean_res,3.077453640282187,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,2,0000,1478198407.766151,1,2.038412220288984,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.107771462279922,iat_mean_res,3.0713735930738646,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,3,0000,1478198407.766724,1,2.0397824697868208,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.10983562362378,iat_mean_res,3.052295825761079,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,4,0000,1478198407.767046,1,2.0629174724613115,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.11054213115794,iat_mean_res,3.046086533257653,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,5,0000,1478198407.767396,1,2.063927616736075,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.111962153314954,iat_mean_res,3.0332357752190835,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,6,0000,1478198415.307959,1,2.064419028734753,28.953906337907537,iat_max_res,11.954224100408734,iat_std_res,11.102710344970424,iat_mean_res,2.957576741220768,"missed_attack id=0000; mild IAT residual (iat_max_res=11.95,iat_std_res=11.10); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,7,0000,1478198415.307463,1,2.0644229753365453,28.953906337907537,iat_max_res,11.954224100408734,iat_std_res,11.102710245972103,iat_mean_res,2.9575776125373645,"missed_attack id=0000; mild IAT residual (iat_max_res=11.95,iat_std_res=11.10); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,8,0000,1478198415.306979,1,2.06446060791674,28.953906337907537,iat_max_res,11.954224100408734,iat_std_res,11.102708430895587,iat_mean_res,2.957593586674961,"missed_attack id=0000; mild IAT residual (iat_max_res=11.95,iat_std_res=11.10); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,9,0000,1478198407.7679,1,2.0645294949395474,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.11266310764308,iat_mean_res,3.0270317106152342,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,10,0000,1478198415.306612,1,2.064571147867729,28.953906337907537,iat_max_res,11.954224100408734,iat_std_res,11.102689576650093,iat_mean_res,2.957759427267106,"missed_attack id=0000; mild IAT residual (iat_max_res=11.95,iat_std_res=11.10); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,11,0000,1478198407.768399,1,2.064951803689131,28.953906337907537,iat_max_res,11.972225173324553,iat_std_res,11.113336345221098,iat_mean_res,3.021068710269669,"missed_attack id=0000; mild IAT residual (iat_max_res=11.97,iat_std_res=11.11); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
FN,12,0000,1478198415.309426,1,2.0654249925615376,28.953906337907537,iat_max_res,11.954224100408734,iat_std_res,11.104157875694789,iat_mean_res,2.9441024109381804,"missed_attack id=0000; mild IAT residual (iat_max_res=11.95,iat_std_res=11.10); score below thr",hcrl,DoS,lof,,hcrl_temporal_v1,C
